S.No.,Name,Phone,Email,Birthday,Occupation,Address,Call Status,Added to Campaign Date,Company,City,Website,Person Record ID,Company Record ID,Description,LinkedIn,Labels,Past notes
13,3746fc8a-bf19-4112-a949-87227ec819bd,+61263604041,mel@pearceaccounting.com.au,,Office Contact,,-,2026-02-18 12:38:08,Pearce Accounting,,pearceaccounting.com.au,3746819411294987227819,089571013529715164260,,,,
14,fbd99b79-cbe1-4cb2-af68-b92e7f120e78,+61295642533,david@fgfintax.com.au,,,,-,2026-02-18 12:38:08,F G Fintax Pty,,fgfintax.com.au,99791426892712078,8958451218984989,,,,
15,fb975479-8a11-45ca-b7bd-19dcecbe5492,+61289166259,info@abdera.com.au,,Office Contact,,-,2026-02-18 12:38:08,Abdera,,abdera.com.au,975479811457195492,441230752231995121,,,,
16,fafebfda-3a4e-4bd3-b468-8b0475248607,+61292118033,staff@yawco.com.au,,Office Contact,,-,2026-02-18 12:38:08,Yaw And,,yawco.com.au,344346880475248607,3683332582001844020366,,,,
17,fac9389f-2967-48f8-adae-b00bfb433b4a,+61260412010,info@alburyaccounting.com.au,,Office Contact,,-,2026-02-18 12:38:08,Albury Accounting,,alburyaccounting.com.au,93892967488004334,00240151399398045,,,,
18,fabc7d2c-8470-410f-8f30-f2fa95196c1c,+61285307584,reception@bodeccia.com,,Office Contact,,-,2026-02-18 12:38:08,Bodeccia Management Services,,bodeccia.com,7284704108302951961,30085954519164641931,,,,
19,fa98eb28-fda9-4c24-b725-6396275e7f41,+61288247441,office@johnwatts.com.au,,Office Contact,,-,2026-02-18 12:38:08,John Watts Accountants,,johnwatts.com.au,982894247256396275741,4378953295869937981231588,,,,
20,fa8efbb9-de4a-46d6-a60b-863057f1ea63,+61243045929,michael@sumoaccounting.com.au,,Office Contact,,-,2026-02-18 12:38:08,Sumo Accounting,,sumoaccounting.com.au,89446660863057163,86088679573913627,,,,
21,fa5ba631-2d07-4452-ba30-a5a5f3e1bf16,+61297232244,administration@accountingdynamics.com.au,,,,-,2026-02-18 12:38:08,Accounting Dynamics,,accountingdynamics.com.au,5631207445230553116,056286645412650588729,,,,
22,f9ff5e94-e16d-47e6-a51c-881b92711ab8,+61246557711,smsf@ptaservices.com.au,,,,-,2026-02-18 12:38:08,Pinnacle Tax And Accounting,,ptaservices.com.au,95941647651881927118,95071894155986137237691,,,,
23,f9f0f289-00b5-45dd-af47-6fba7e1aaf37,+61287640012,,,Office Contact,,-,2026-02-18 12:38:08,Rs Global Pty,,rs-global.com.au,90289005454767137,458905250755191997,,,,
24,f96378ec-8185-4a8d-9a6c-bea66360a84d,+61265838533,,,Office Contact,,-,2026-02-18 12:38:08,Ctc Accountants,,ctcservices.com.au,96378818548966636084,69146592254745743642,,,,
25,f8d1b992-b8fd-4e9c-ba86-f3f8483a3318,+61754913750,admin@assetaccounting.com.au,,Office Contact,,-,2026-02-18 12:38:08,Asset Accountants and Advisers,,assetaccounting.com.au,8199284986384833318,71318452788214273,,,,
26,f8beca36-59ca-44c7-b8c1-55097a477a3c,+61297720737,andrew@delahunt.com.au,,Office Contact,,-,2026-02-18 12:38:08,Andrew Delahunt and Company,,awesomeservices.com.au,8365944781550974773,006447575784516,"Accounting Services - We provide integrated bookkeeping, business management, tax services, SMSF, Business Advisory and Virtual CFO services.",,,
27,f898117f-6ec2-42cb-8790-56f3c64ecbd0,+61249715150,,,Office Contact,,-,2026-02-18 12:38:08,Swansea Accounting And Tax,,swanseatax.com.au,89811762428790563640,19408527194856088,,,,
28,f80f4fe2-1c64-44c5-b774-e052d8b44433,+611300713733,mark@andrewsaccountants.com.au,,,,-,2026-02-18 12:38:08,Andrews Accountants,,andrewsaccountants.com.au,8042164445774052844433,74019335251879777399,,,,
29,f746e718-1bd5-4c80-9cee-f904dc0325d9,+61282230057,,,Office Contact,,-,2026-02-18 12:38:08,Tax Line,,taxline.com.au,74671815480990403259,0835454245878284829361,,,,
30,f72ca92f-9a8c-4b33-9a54-684f3c2f6c54,+611300520911,info@clfas.com.au,,Office Contact,,-,2026-02-18 12:38:08,Client Focused Accountancy Services,,clfas.com.au,72929843395468432654,933070556255160684,,,,
31,f67fa71e-aa7c-4315-8532-1dd59c23b723,+61298060499,ben@taxtoday.com.au,,Office Contact,,-,2026-02-18 12:38:08,Tax Today Parramatta,,taxtoday.com.au,677174315853215923723,16508064205082851809717,,,,
32,f669ab65-e315-4d02-a782-6ff9c64b1992,+61298989822,,,Office Contact,,-,2026-02-18 12:38:08,Mcintosh Meissel And Associates,,mmaacc.com.au,6696531540278269641992,07970351758419231,,,,
33,f5b033d6-70f6-40fb-8f59-d023d608383b,+61283380220,,,Office Contact,,-,2026-02-18 12:38:08,Logic Accountants,,logicaccountant.com.au,5033670640859023608383,9376432597939835822316,,,,
34,f57a138a-1d32-4b1f-acd5-dad12ea0f655,+61292641124,info@dbcadvisory.com.au,,,,-,2026-02-18 12:38:08,Dbc Advisory,,dbcadvisory.com.au,57138132415120655,24283354580938778941343,,,,
35,f4ca8bb8-8c54-4bd6-8b7c-313b0a32267f,+61243266526,admin@lakesidetax.com.au,,Office Contact,,-,2026-02-18 12:38:08,Lakeside Taxation and Accounting Services,,lakesidetax.com.au,4888544687313032267,0246935458299634440811,,,,
36,f472ed38-392d-4ebc-a372-948ecdf3f9fb,+61296218795,,,Office Contact,,-,2026-02-18 12:38:08,Aks Business And Taxation Services,,aksproservices.com,47238392437294839,393441955291434744752,,,,
37,f3cd41b4-a14c-4506-b11e-9e403b06e6d6,+611300753447,accounting@sgapl.com.au,,,,-,2026-02-18 12:38:08,Skeggs Goldstien,,sgapl.com.au,34141445061194030666,17131371915726951201266424,,,,
38,f3ccc10e-8c43-4526-9884-7e5ca4d6ccf2,+61280062519,,,Office Contact,,-,2026-02-18 12:38:08,Accountingcare Pty,,accountingcare.com.au,3108434526988475462,247314656996397616029666,,,,
39,f3b8b13e-3762-4e85-88c2-75695db183a0,+61282472700,admin@qiwealth.com.au,,Office Contact,,-,2026-02-18 12:38:07,Qi Wealth Pty,,qiwealth.com.au,38133762485882756951830,77166515678175998557226458,,,,
40,f3931554-1581-401a-9eb2-0f772c6eefff,+61244724064,admin@gleesonandpartners.com.au,,Office Contact,,-,2026-02-18 12:38:07,Gleeson And Partners,,gleesonandpartners.com.au,393155415814019207726,0513957425542108,,,,
41,f379bc59-2aa6-4912-a6a1-eb0b353895dd,+61249278982,lara@growthwise.com.au,,Office Contact,,-,2026-02-18 12:38:07,Growthwise,,growthwise.com.au,37959264912610353895,1314785727211641,,,,
42,f3316416-4e01-43d2-a9fe-a9e7ac069f60,+611800788186,,,Office Contact,,-,2026-02-18 12:38:07,Prime Numbers Accountants,,pnaccountants.com.au,331641640143299706960,07164937950937288907733,,,,
43,f310347d-2fec-447b-8964-8219586b379d,+61246557441,mail@chipperfield.com.au,,Office Contact,,-,2026-02-18 12:38:07,Chipperfield &amp; Co. Pty Ltd,,chipperfield.com.au,310347244789648219586379,29555263156808982790715,"Chipperfield &amp; Co. Pty Ltd is your locally based provider of Taxation and Accountancy services for business and personal clients in the Camden Area. We are a CPA Practice, registered tax agent and have extensive experience in taxation, accounting and business practices. Contact us now and we can show you the difference in dealing with professionals.",,,
44,f309d342-5e07-4e0d-b6a3-af445495468b,+61295873555,privacy@kottakis.com.au,,Office Contact,,-,2026-02-18 12:38:07,Kottakis and Associates,,kottakis.com.au,3093425074063445495468,94815554063521229,,,,
45,f2f99e36-e015-5bf7-a0da-b224965413db,+61391103304,robertson.tim@gmail.com,,Chartered Accountant,,-,2026-02-18 12:38:07,Teneo Financial Advisory Australia Pty Ltd,,teneo.com,29936015570224965413,13870075819031603477,,,,
46,f2f2fc56-db97-41d4-8dbb-9d2bc7882441,+611300001971,info@canale.com.au,,,,-,2026-02-18 12:38:07,Mitchell and Associates,,canale.com.au,2256974148927882441,53815548985396008,,,,
47,f29ecf61-aa7b-45ef-9c1f-71257dbc79b5,+611300874023,email@empfox.com.au,,,,-,2026-02-18 12:38:07,Empfox Accounting Pty,,empfox.com.au,29617459171257795,48683065512634569725,,,,
48,f2724ee9-8830-4983-944d-812b36a2d802,+611300421706,info@infinityaccountants.com.au,,Office Contact,,-,2026-02-18 12:38:07,Infinity Accountants,,infinityaccountants.com.au,2724988304983944812362802,4574918957291223873,,,,
49,f26b3536-c16a-4fcb-839c-68fac23756dc,+61296439822,,,Office Contact,,-,2026-02-18 12:38:07,Aia Finance and Accounting Consulting,,aia-accounting.com.au,2635361648396823756,658505519513764253676,,,,
50,f1fee469-a8d8-4791-8f6f-b966b83e0433,+61298909040,,,Office Contact,,-,2026-02-18 12:38:07,J J Gregoire And,,jjgregoire.com.au,146988479186966830433,775694705699039240304,,,,
51,f1b09093-8636-43f1-8db0-85b186b27b9d,+611300112242,admin@citygroupadvisors.com.au,,Office Contact,,-,2026-02-18 12:38:07,City Group Accountants,,citygroupaccountants.com.au,10909386364318085186279,979945350533746651012,,,,
52,f1919d22-9642-4f6b-a6a0-3b745ba1edf8,+61299849611,,,Office Contact,,-,2026-02-18 12:38:07,Tisano And Associates,,cleveraccounting.com.au,19192296424660374518,564892058209772,,,,
53,f11bfb31-ae8f-4c09-9b7d-3c6db5d44ebb,+61294892912,,,Office Contact,,-,2026-02-18 12:38:07,Gem Taxation Services,,gemtaxationservices.com.au,113184099736544,5051044578852705782818,,,,
54,f09d8d68-1f2c-45a2-93f6-9d4a63c5db3e,+61244643600,,,Office Contact,,-,2026-02-18 12:38:07,Berry Chartered Accountants,,berryca.com.au,0986812452936946353,075218575945822032341436,,,,
55,f0854e79-6b81-444f-92d5-8600c4161843,+61297583352,91info@accountantfirst.com.au,,Principal Accountant &amp; Adviser,,-,2026-02-18 12:38:07,Accountant First,,accountantfirst.com.au,08547968144492586004161843,1894805555542626214,,,,
56,f03d2812-e8c4-44dd-b31c-23b1c75dcb3d,+61280931913,info@irinahollander.com.au,,Office Contact,,-,2026-02-18 12:38:07,Irina Hollander And Associates,,irinahollander.com.au,032812844431231753,70791091750628749041632877,,,,
57,f00de30c-3235-429a-9b88-e66de3c0e605,+61295538117,reception@ponirisandco.com.au,,Office Contact,,-,2026-02-18 12:38:07,Poniris,,ponirisandco.com.au,003032354299886630605,84186567887621518,,,,
58,efef3905-8bb5-430e-8564-0fbf16820b97,+61280686070,info@jmaccountants.net.au,,Office Contact,,-,2026-02-18 12:38:07,J And M Accountants,,jmaccountants.net.au,390585430856401682097,4183850799676669191,,,,
59,efe5bf98-c7ff-4e85-aff1-1a31ee5a1de5,+61296833276,info@tfstax.com.au,,Office Contact,,-,2026-02-18 12:38:07,Teachers Financial Services Tfs,,tfstax.com.au,59874851131515,9274865800896434422426,,,,
60,efb56881-50b2-4cea-93ac-378eb66f212e,+61242613999,,,Office Contact,,-,2026-02-18 12:38:07,Geoff Rogers And,,geoffrogersandco.com.au,5688150249337866212,587528528591987125,,,,
61,ef9abfba-ae56-4244-bf3f-672f13ad84e1,+61265839444,contact@planattain.com.au,,Office Contact,,-,2026-02-18 12:38:07,Planattain By Ryan Financial,,planattain.com.au,9564244367213841,30095452801137250,,,,
62,ef8a558d-6add-476d-929f-d4687d99588a,+61297446866,6866info@mpaonline.com.au,,,,-,2026-02-18 12:38:07,Peter Mansour,,mpaonline.com.au,85586476929468799588,56118605298996328716,,,,
63,ef896405-3566-4051-a0e4-f5ebf6e153c7,+61280641685,hgaccounting@gmail.com,,,,-,2026-02-18 12:38:07,Hg Accounting And Taxation Services,,hgats.com.au,8964053566405104561537,08995766505091314,,,,
64,ef4988de-f805-4880-8ff2-3401754658ec,+61291528605,info@emspire.com.au,,Office Contact,,-,2026-02-18 12:38:07,Emspire Advisory,,emspire.com.au,49888054880823401754658,70286526235225874589481,,,,
65,ee808656-5a28-4c39-8430-6c7a91eff550,+61297915897,info@cagpartners.com,,Office Contact,,-,2026-02-18 12:38:07,Central Advisory,,cagpartners.com,80865652843984306791550,0676775519661997482,,,,
66,ee7c1ef9-3654-40be-8de1-2331cf234cf5,+61299189900,,,Principal Director,,-,2026-02-18 12:38:07,Anthony Suters And Associates,,suters.com.au,7193654408123312345,97884245725689190652349,,,,
67,ee611f03-1dfc-44bf-82c6-7279ea42850a,+61295290888,john@johngeorge.com.au,,,,-,2026-02-18 12:38:06,John George,,johngeorge.com.au,61103144826727942850,1552770356988712716465,,,,
68,ee55ba83-751b-4bb1-9f2a-90731430d7e7,+61269934933,reception@pynors.com.au,,Principal Accountant / Owner,,-,2026-02-18 12:38:06,Pynors Accountants,,pynorsaccountants.com.au,558375141929073143077,435891251757507035035,,,,
69,ee2a8c31-3433-4327-872d-1de94dea3c2b,+61295440900,,,Office Contact,,-,2026-02-18 12:38:06,Peter Saunders and Associates,,saundersandassociates.com.au,28313433432787219432,73815695824801404516,,,,
70,ee1ef4da-7895-4129-8773-1fb179920bb0,+61296979155,success@akagroup.com.au,,,,-,2026-02-18 12:38:06,Aka Group Accountants Advisors Mentors,,akagroup.com.au,1478954129877311799200,6173316053139885470905,,,,
71,ed954362-dbf3-4772-afeb-54f560d1feb1,+611300278829,arthit@artsaccountants.com.au,,,,-,2026-02-18 12:38:06,Michael Fox Arts Accountant and Valuer,,artsaccountants.com.au,954362347725456011,001434458388649,,,,
72,ed6133b3-8836-48b5-a2d0-e60ab33fd04d,+61292671380,info@jrbusiness.com.au,,Office Contact,,-,2026-02-18 12:38:06,Jr Business Partners,,jrbusiness.com.au,61333883648520603304,51207951128129690344,,,,
73,ec42b3c0-78c2-4639-8aa8-2f38cc470144,+61292647122,kpgsydney@kpgholdings.com.au,,,,-,2026-02-18 12:38:06,Kpgholdings Pty,,kpgholdings.com.au,4230782463988238470144,199731399354080638738369,,,,
74,ebee64fa-549a-48a2-ac37-09dd966f29f5,+61280804341,,,Office Contact,,-,2026-02-18 12:38:06,Alliance Partners,,alliancepartners.com.au,645494823709966295,46805375811730504680,,,,
75,ebbf6d06-b35a-4fb7-87ca-2e95e5ee4f2b,+61267613000,,,Office Contact,,-,2026-02-18 12:38:06,Psarakis Accounting,,psarakis.com.au,606354787295542,22841571825540010,,,,
76,eb7e7ffb-baab-4d7a-b773-654179bb2c53,+61242846503,peter@psats.com.au,,Office Contact,,-,2026-02-18 12:38:06,Peter Scioscia Accounting and Taxation Services,,psats.com.au,7747773654179253,342133245095849183575,,,,
77,eae1b3fa-c162-4318-a2ee-ed19fff2a3ab,+61298201683,info@jrwilsonco.com.au,,Office Contact,,-,2026-02-18 12:38:06,Legal And Accounting Services Australia Pty,,legalaccountingservices.com.au,13162431821923,56764563063590420,,,,
78,ea97cdc9-a826-4b7d-80fd-06a6d400ff1a,+61240187400,,,Leader of Anconsult team (likely founder/director),,-,2026-02-18 12:38:06,Anconsult Business Solutions,,anconsult.com.au,97982647800664001,99529299357013327976,,,,
79,ea42c19c-b1cd-4021-bd4f-602bbe7fe639,+61282947263,,,Office Contact,,-,2026-02-18 12:38:06,Accounting Clicks,,accountingclicks.com.au,42191402146027639,04657352970718,,,,
80,ea056d7b-57c3-4147-b8f2-e71777972c6b,+61293134644,,,Office Contact,,-,2026-02-18 12:38:06,Bourke Business Consultants,,bourkebusinessconsultants.com,0567573414782717779726,1844658515716867892,"Welcome to Bourke Business Consultants, your friendly neighbourhood accounting practice in Alexandria. We‘re a tight-knit team with over 20 years of experience, specialising in helping small to medium businesses navigate the maze of financial statements, tax returns, and more.",,,
81,e8c44e07-17f7-4019-a595-2c91c953f991,+61242321766,mail@waldieco.com.au,,Office Contact,,-,2026-02-18 12:38:06,Cronin And Norris,,waldieco.com.au,844071774019595291953991,5115709552594791061,,,,
82,e8c0a41f-967f-4b19-88e7-77dc55d386b6,+61291919274,usinfo@anaca.com.au,,,,-,2026-02-18 12:38:06,A N And Associates Chartered Accountants,,anaca.com.au,804196741988777553866,05994205259609827918457,,,,
83,e890d861-d462-46b3-9e29-9bfce6b6168e,+61285400941,info@jmat.com.au,,Office Contact,,-,2026-02-18 12:38:06,Jm Accounting And Taxation,,jmat.com.au,890861462463929966168,57532102590336582800,,,,
84,e8339e07-ed61-4e0d-9ccc-e211a4a869b8,+61286280709,,,Managing Director,,-,2026-02-18 12:38:06,Your Business Group,,ybg.net.au,8339076140921148698,9077087573973958137,,,,
85,e7f3aa28-23eb-4357-8510-2f102164791c,+61294162194,,,Office Contact,,-,2026-02-18 12:38:06,Whamcorp Pty,,whamcorp.com.au,732823435785102102164791,36992845628869246827,,,,
86,e7ba1230-8e66-4cfc-bb1a-2821a02a4f77,+61880879266,,,Office Contact,,-,2026-02-18 12:38:06,Gardiner Hall And,,gardinerhall.com.au,7123086641282102477,5193945396498431346,,,,
87,e716ac74-f0ce-47d9-93fa-29863d564ff1,+61398639971,info@impulseaccountants.com.au,,Office Contact,,-,2026-02-18 12:38:06,Impulse Accountants,,impulseaccountants.com.au,71674047993298635641,02818351195277752,,,,
88,e6dc206a-2485-4ea8-85c7-4c7461768901,+61242970066,,,Office Contact,,-,2026-02-18 12:38:06,Garry Pinch,,accountingprofessionals.com.au,620624854885747461768901,5588750952569974616865092,,,,
89,e6aecd81-8db8-4f42-b5dd-17887d5949ea,+61296522400,info@hillsaccounting.net.au,,Office Contact,,-,2026-02-18 12:38:06,Hills Accounting Solutions,,hillsaccounting.net.au,681884425178875949,300031842524246976410759,,,,
90,e688981b-cd67-4d8a-ae85-55d754b2ad26,+61285807485,info@globalaccountants.com.au,,Office Contact,,-,2026-02-18 12:38:06,Global Accountants and Business Services,,globalaccountants.com.au,68898167488555754226,9185505791522853699,,,,
91,e5ac2d9b-7a15-4c87-a855-aa986bd7efc6,+61242265033,john@stapletonaccounting.com.au,,,,-,2026-02-18 12:38:06,Stapleton Accounting,,stapletonaccounting.com.au,52971548785598676,118375998995894,,,,
92,e5ab8ebe-7eed-45b3-be75-fb15d6c91c33,+61398673155,,,Office Contact,,-,2026-02-18 12:38:06,Mclennan Partners,,mclennanpartners.com.au,587453751569133,0279319525582117861249,,,,
93,e5887df2-74c9-4b42-b28e-4a3f5283f8cd,+61283788200,,,Office Contact,,-,2026-02-18 12:38:06,Cogent Partners Chartered Accountants,,cogentpartners.com.au,58872749442284352838,196756659698698359689,,,,
94,e584a7d0-043f-42e1-a92c-d1db397ddacc,+61292624800,fclune@fclune.com.au,,,,-,2026-02-18 12:38:06,Frank Clune and Son,,frankclune.com.au,58470043421921397,202034522582664595094,,,,
95,e541baba-21ad-4643-8526-3074ac785159,+61294134322,artarmon@summitconsultants.com.au,,Harold Maksoudian,,-,2026-02-18 12:38:06,Summit Business Consultants,,summitconsultants.com.au,54121464385263074785159,46392650779749903,,,,
96,e5344733-a457-48ef-afbd-3b02e3fcf4bc,+61267663777,adam@rmj.net.au,,,,-,2026-02-18 12:38:05,Roach Morgan Jones,,rmj.net.au,53447334574830234,2163101529822099168,,,,
97,e4d3630a-a450-47da-8724-60bab69aca27,+61281887888,info@accessprofessionals.com.au,,Office Contact,,-,2026-02-18 12:38:05,Koletti R,,accessprofessionals.com.au,43630450478724606927,020355557638994679605,,,,
98,e4883eaa-1740-4c43-a72b-eaf9c263b71b,+61289668800,advice@chartergroup.com.au,,,,-,2026-02-18 12:38:05,Charter Accounting Group,,chartergroup.com.au,4883174044372926371,44809458491530448,,,,
99,e471df4a-bd29-4268-9167-449e76dbfec0,+61244712995,steven@mckeaneaccountants.com,,Office Contact,,-,2026-02-18 12:38:05,Mckeane Accountants,,mckeaneaccountants.com,47142942689167449760,002113599876828153,,,,
100,e4430738-6e21-43d0-a27c-296876c5be88,+61299974701,contact@austinsfs.com.au,,Office Contact,,-,2026-02-18 12:38:05,Austins Financial Solutions,,austinsfs.com.au,443073862143027296876588,8896570397317675,,,,
101,0f337b10-05d2-4fab-89b0-01ca8686592f,+61297572293,chris@taxspot.com.au,,Office Contact,,-,2026-02-18 12:38:05,Taxspot,,taxspot.com.au,0337100524890018686592,4432196597542137758,,,,
102,e35897f7-e506-4e5a-af50-7e0a8f88c1c6,+61280065550,info@dguoandco.com.au,,Office Contact,,-,2026-02-18 12:38:05,D Guo,,dguoandco.com.au,35897750645507088816,921075278977285645,,,,
103,e320c309-407c-42e7-99e3-08e1e7897f18,+61298744121,gsjang@kostar.com.au,,Director,,-,2026-02-18 12:38:05,Kostar Accounting,,kostar.com.au,320309407427993081789718,01120565491229229972,,,,
104,e2a863c2-51f2-4a31-aaea-4616404f4204,+61244724222,shannon@ashtongarland.com.au,,,,-,2026-02-18 12:38:05,Ashton Garland Accounting,,ashtongarland.com.au,2863251243146164044204,9009152290678843362,,,,
105,e29d9d8c-1b12-4065-ae97-8f31cfe08c95,+61394840566,info@trustpointadvisory.au,,Office Contact,,-,2026-02-18 12:38:05,Tsiaras And Co Accountants And Business Advisors,,tsiarasandco.com.au,29981124065978310895,7000559664221999659,,,,
106,e299e0e8-2042-467f-bca1-fe50158554ba,+61296591177,nalexander@shoran.com.au,,Office Contact,,-,2026-02-18 12:38:05,Platinum One Accounting Services,,platinumone.com.au,299082042467150158554,512600752075070200857,,,,
107,e25ba122-04fc-4a64-adfd-e8c657a37f62,+61298749611,eastwoodace@gmail.com,,Principal Accountant / Tax Agent,,-,2026-02-18 12:38:05,Ace Accounting Solutions,,eastwoodace.com.au,251220446486573762,723590764848,,,,
108,e24b666e-f6dc-421d-9469-99c8ab705ba0,+61242104511,,,Office Contact,,-,2026-02-18 12:38:05,Afb Nexus,,afbnexus.com.au,24666642194699987050,3798149653684441108590,,,,
109,e2380257-e62e-4231-a513-dd2494adae94,+61298748038,,,Office Contact,,-,2026-02-18 12:38:05,Tricor Services Australia Pty,,tricor.com.au,2380257624231513249494,8852120945673082699039,,,,
110,e1c71a86-adac-49d1-a747-99b7d87e8c9d,+61295864711,info@dgk.net.au,,Office Contact,,-,2026-02-18 12:38:05,Dgk And Associates,,dgk.net.au,171864917479978789,718528489592845045550,,,,
111,e1c2fcca-c115-44da-a235-caf7eb75deb3,+61291442266,,,Office Contact,,-,2026-02-18 12:38:05,Arenson Mark And,,markarensonco.com.au,12115442357753,638092658362225919,,,,
112,e1be8d14-7166-4d8f-a33a-58166ebaa84f,+61292311890,mehul@austinbrothers.com.au,,,,-,2026-02-18 12:38:05,Austin Brothers,,austinbrothers.com.au,1814716648335816684,9308549721572887870713,,,,
113,e1669173-9fac-4cad-b182-ecac353ba692,+611300727082,,,Office Contact,,-,2026-02-18 12:38:05,Osborne Yuille,,osborneyuille.com.au,166917394182353692,9254665526622944420125,,,,
114,e14564d8-4f90-430c-bc32-de2cd007b047,+61298232121,,,Office Contact,,-,2026-02-18 12:38:05,Australian Accounting And Taxation Professionals,,aatp.com.au,145648490430322007047,622222750575422601,,,,
115,e0f91d6b-9545-4515-ae54-7385a2f1016e,+61246258555,roy@wkh.com.au,,,,-,2026-02-18 12:38:05,Warby Hawkins And Partners,,wkh.com.au,09169545451554738521016,0553295735974388767,,,,
116,e0efcb18-1a21-4a77-a061-6f564ebfc076,+61297593000,garry@garrykandil.com.au,,Office Contact,,-,2026-02-18 12:38:05,Garry Kandil And,,garrykandil.com.au,0181214770616564076,86857475325859271317,,,,
117,e0e01dcf-bdf9-4dd0-be65-7e2f1eb7456b,+61299793244,lisa@dohertywhite.com.au,,,,-,2026-02-18 12:38:05,Doherty White Accountants,,dohertywhite.com.au,001940657217456,0680815548964626,,,,
118,dfd57165-4075-45ea-8ea4-628077aebbd2,+61390445400,,,Office Contact,,-,2026-02-18 12:38:05,Ej Accountants Pty Ltd Tullamarine,,ejaccountants.com.au,57165407545846280772,11738495576204354925728,,,,
119,dfb3d9b1-5b40-436c-a688-ad3627352599,+61280467621,info@acpaccountants.net.au,,Office Contact,,-,2026-02-18 12:38:05,Acp Accountants Pty,,acpaccountants.net.au,3915404366883627352599,895802707539712240131907,,,,
120,ded5ecc1-95fb-4cef-83d5-04b276c23d8d,+611300113733,,,Office Contact,,-,2026-02-18 12:38:05,Free Accounting,,freeaccounting.com.au,5195483504276238,548315325817233364098,,,,
121,de7153fe-46af-472a-8bc5-ab64fe37483e,+61291813431,tiffany.doan@insightmp.com.au,,Office Contact,,-,2026-02-18 12:38:05,Insight Management Partners,,insightmp.com.au,715346472856437483,5861675726951833644,,,,
122,de31cf22-c8b4-413f-9a39-1af0945015a2,+61263362033,helen@helowe.com.au,,,,-,2026-02-18 12:38:05,He Lowe,,helowe.com.au,312284413939109450152,01326226625100959774582,"Easing of COVID-19 WORK PRACTICES For the assistance of our clients and this business and in line with government announcements, we have now eased restrictions about access to this workplace.",,,
123,ddb8a9b3-2e19-414a-933a-8aa21efa5a8a,+611300133316,,,Office Contact,,-,2026-02-18 12:38:05,Stirling Accounting And Financial Solutions,,stirlingfinancial.com.au,89321941493382158,3450359988832779530,,,,
